timestamp,recording,method,ica1_pca_n_components,ica1_maternal_ic_index,path_a_selected_ic_index,path_a_selected_ic_peak_count,path_a_selected_ic_hr_bpm,path_a_selected_ic_is_valid,path_a_selected_ic_stability,path_a_selected_ic_score,ica2_pca_n_components,ica2_excluded_maternal_residual_ic_index,path_b_selected_ic_index,path_b_selected_ic_peak_count,path_b_selected_ic_hr_bpm,path_b_selected_ic_is_valid,path_b_selected_ic_stability,path_b_selected_ic_score,path_b_adaptive_filter_used,path_c_enabled,path_c_selected_ic_index,path_c_selected_ic_hr_bpm,path_c_selected_ic_is_valid,path_c_selected_ic_stability,path_c_selected_ic_score,path_c_template_energy_reduction_pct,path_c_template_n_beats,sqi_fusion_enabled,chosen_sqi,periodicity_score_enabled,chosen_path_description,chosen_ic_index,chosen_ic_hr_bpm,chosen_ic_peak_count,chosen_ic_selection_score,chosen_ic_stability,low_confidence,confidence_gate_threshold,harmonic_confusion,sparse_annotation,ekf_used,ekf_use_rts,final_peak_count,final_hr_bpm
20260701_141524,a59,PHASE_cinc2013_metadata,3.0,1.0,0.0,153.0,153.6126,1.0,0.6002,0.9943,3.0,-1.0,0.0,5.0,13.0689,0.0,0.2,0.0,1.0,1.0,0.0,153.6234,1.0,1.0,1.0317,99.654,96.0,1.0,0.532,1.0,C_TemplateSub_ICA3_IC1_154bpm,0.0,153.6234,153.0,1.0317,1.0,0.0,0.3,0.0,0.0,1.0,1.0,153.0,153.6312
20260701_141524,a60,PHASE_cinc2013_metadata,3.0,1.0,0.0,140.0,147.1601,1.0,0.6,0.3431,3.0,-1.0,0.0,21.0,54.1544,0.0,0.2001,0.0,1.0,1.0,0.0,136.8652,1.0,1.0,0.4897,99.9183,81.0,1.0,0.4395,1.0,C_TemplateSub_ICA3_IC1_137bpm,0.0,136.8652,123.0,0.4897,1.0,0.0,0.3,0.0,0.0,1.0,1.0,124.0,137.3504
20260701_141524,a61,PHASE_cinc2013_metadata,3.0,1.0,0.0,132.0,139.693,1.0,0.4002,0.354,3.0,-1.0,1.0,138.0,146.7589,1.0,1.0,0.3158,1.0,1.0,1.0,141.2653,1.0,0.6051,0.7326,65.7808,74.0,1.0,0.4588,1.0,C_TemplateSub_ICA3_IC2_141bpm,1.0,141.2653,140.0,0.7326,0.6051,0.0,0.3,0.0,0.0,1.0,1.0,140.0,141.2754
20260701_141524,a62,PHASE_cinc2013_metadata,3.0,0.0,3.0,134.0,142.3935,1.0,1.0,0.2546,3.0,-1.0,0.0,10.0,25.1527,0.0,0.3268,0.0,1.0,1.0,2.0,144.6037,1.0,0.6,0.9706,78.5494,91.0,1.0,0.74,1.0,C_TemplateSub_ICA3_IC3_145bpm,2.0,144.6037,143.0,0.9706,0.6,0.0,0.3,0.0,0.0,1.0,1.0,143.0,144.6092
20260701_141524,a63,PHASE_cinc2013_metadata,3.0,1.0,0.0,139.0,139.7086,1.0,0.6005,0.5935,3.0,-1.0,0.0,11.0,45.5769,0.0,0.3247,0.0,1.0,1.0,2.0,138.95,1.0,1.0,0.868,99.3194,87.0,1.0,0.513,1.0,C_TemplateSub_ICA3_IC3_139bpm,2.0,138.95,139.0,0.868,1.0,0.0,0.3,0.0,0.0,1.0,1.0,139.0,138.9411
20260701_141524,a64,PHASE_cinc2013_metadata,3.0,1.0,0.0,136.0,137.2455,1.0,0.6004,0.6831,3.0,-1.0,0.0,12.0,40.253,0.0,0.2,0.0,1.0,1.0,2.0,136.1623,1.0,1.0,1.1988,99.5154,81.0,1.0,0.5747,1.0,C_TemplateSub_ICA3_IC3_136bpm,2.0,136.1623,136.0,1.1988,1.0,0.0,0.3,0.0,0.0,1.0,1.0,136.0,136.162
20260701_141524,a65,PHASE_cinc2013_metadata,3.0,1.0,2.0,141.0,147.8802,1.0,0.6001,0.3209,3.0,-1.0,0.0,143.0,150.1102,1.0,1.0,0.3181,1.0,1.0,2.0,144.5017,1.0,1.0,0.8199,93.4388,80.0,1.0,0.569,1.0,C_TemplateSub_ICA3_IC3_145bpm,2.0,144.5017,144.0,0.8199,1.0,0.0,0.3,0.0,0.0,1.0,1.0,144.0,144.5028
20260701_141524,a66,PHASE_cinc2013_metadata,3.0,1.0,3.0,138.0,145.1183,1.0,0.4001,0.2847,3.0,-1.0,2.0,138.0,145.4719,1.0,1.0,0.2763,1.0,1.0,0.0,144.7789,1.0,1.0,0.2818,51.1904,94.0,1.0,0.3366,1.0,A_ICA1_direct_IC4_145bpm,3.0,145.1183,138.0,0.2847,0.4001,1.0,0.3,0.0,0.0,1.0,1.0,138.0,145.1165
20260701_141524,a67,PHASE_cinc2013_metadata,3.0,2.0,0.0,135.0,142.5723,1.0,1.0,0.3201,3.0,-1.0,2.0,111.0,124.3339,1.0,1.0,0.0907,1.0,1.0,1.0,154.4209,1.0,0.4006,0.7835,90.1845,87.0,1.0,0.4748,1.0,C_TemplateSub_ICA3_IC2_154bpm,1.0,154.4209,153.0,0.7835,0.4006,0.0,0.3,0.0,0.0,1.0,1.0,153.0,154.543
20260701_141524,a68,PHASE_cinc2013_metadata,3.0,1.0,0.0,140.0,140.6495,1.0,1.0,0.7998,3.0,-1.0,0.0,37.0,63.0162,0.0,0.2,0.0,1.0,1.0,0.0,140.6218,1.0,1.0,0.8478,99.8755,83.0,1.0,0.499,1.0,C_TemplateSub_ICA3_IC1_141bpm,0.0,140.6218,140.0,0.8478,1.0,0.0,0.3,0.0,0.0,1.0,1.0,140.0,140.6274
20260701_141524,a69,PHASE_cinc2013_metadata,3.0,2.0,1.0,139.0,144.8142,1.0,1.0,0.3669,3.0,-1.0,2.0,111.0,123.0508,1.0,1.0,0.1266,1.0,1.0,2.0,149.0425,1.0,1.0,2.2468,89.7211,90.0,1.0,0.8359,1.0,C_TemplateSub_ICA3_IC3_149bpm,2.0,149.0425,149.0,2.2468,1.0,0.0,0.3,0.0,0.0,1.0,1.0,149.0,149.05
20260701_141524,a70,PHASE_cinc2013_metadata,3.0,1.0,2.0,138.0,144.6551,1.0,0.6,0.2985,3.0,-1.0,0.0,108.0,115.4676,1.0,1.0,0.051,1.0,1.0,2.0,140.9921,1.0,1.0,0.7764,91.5574,95.0,1.0,0.5224,1.0,C_TemplateSub_ICA3_IC3_141bpm,2.0,140.9921,141.0,0.7764,1.0,0.0,0.3,0.0,0.0,1.0,1.0,141.0,140.9942
20260701_141524,a71,PHASE_cinc2013_metadata,3.0,1.0,3.0,135.0,143.8558,1.0,0.6001,0.3258,3.0,-1.0,0.0,29.0,59.9601,0.0,0.2002,0.0,1.0,1.0,0.0,146.601,1.0,1.0,0.3633,99.3461,78.0,1.0,0.3183,1.0,C_TemplateSub_ICA3_IC1_147bpm,0.0,146.601,141.0,0.3633,1.0,0.0,0.3,0.0,0.0,1.0,1.0,141.0,146.5449
20260701_141524,a72,PHASE_cinc2013_metadata,3.0,2.0,0.0,160.0,162.6818,1.0,0.4,0.5892,3.0,0.0,1.0,138.0,145.975,1.0,0.4001,0.256,1.0,1.0,1.0,165.221,1.0,1.0,0.9098,86.8005,93.0,1.0,0.5535,1.0,C_TemplateSub_ICA3_IC2_165bpm,1.0,165.221,165.0,0.9098,1.0,0.0,0.3,0.0,0.0,1.0,1.0,165.0,165.2186
20260701_141524,a73,PHASE_cinc2013_metadata,3.0,1.0,2.0,141.0,148.2948,1.0,0.6001,0.2824,3.0,0.0,2.0,137.0,146.3925,1.0,0.6002,0.1594,1.0,1.0,1.0,141.3679,1.0,1.0,0.6573,88.5079,95.0,1.0,0.4899,1.0,C_TemplateSub_ICA3_IC2_141bpm,1.0,141.3679,140.0,0.6573,1.0,0.0,0.3,0.0,0.0,1.0,1.0,140.0,141.3663
20260701_141524,a74,PHASE_cinc2013_metadata,3.0,1.0,0.0,136.0,144.9169,1.0,0.6,0.3222,3.0,-1.0,0.0,6.0,25.1303,0.0,0.2,0.0,1.0,1.0,3.0,140.2967,1.0,0.6001,0.5733,94.7064,74.0,1.0,0.3817,1.0,C_TemplateSub_ICA3_IC4_140bpm,3.0,140.2967,138.0,0.5733,0.6001,0.0,0.3,0.0,0.0,1.0,1.0,138.0,140.4827
20260701_141524,a75,PHASE_cinc2013_metadata,3.0,1.0,0.0,135.0,135.3894,1.0,0.602,0.8045,3.0,-1.0,0.0,4.0,19.6149,0.0,0.325,0.0,1.0,1.0,0.0,134.1485,1.0,0.6002,0.8603,98.9863,85.0,1.0,0.4948,1.0,C_TemplateSub_ICA3_IC1_134bpm,0.0,134.1485,134.0,0.8603,0.6002,0.0,0.3,0.0,0.0,1.0,1.0,134.0,134.1541
