timestamp,recording,method,ica1_pca_n_components,ica1_maternal_ic_index,path_a_selected_ic_index,path_a_selected_ic_peak_count,path_a_selected_ic_hr_bpm,path_a_selected_ic_is_valid,path_a_selected_ic_stability,path_a_selected_ic_score,ica2_pca_n_components,ica2_excluded_maternal_residual_ic_index,path_b_selected_ic_index,path_b_selected_ic_peak_count,path_b_selected_ic_hr_bpm,path_b_selected_ic_is_valid,path_b_selected_ic_stability,path_b_selected_ic_score,path_b_adaptive_filter_used,ts_integration_mode,wsvd_energy_reduction_pct,wsvd_n_beats_checked,ts_refinement_used,ts_refinement_energy_reduction_pct,ts_refinement_n_beats_checked,path_c_enabled,path_c_selected_ic_index,path_c_selected_ic_hr_bpm,path_c_selected_ic_is_valid,path_c_selected_ic_stability,path_c_selected_ic_score,path_c_template_energy_reduction_pct,path_c_template_n_beats,sqi_fusion_enabled,chosen_sqi,periodicity_score_enabled,chosen_path_description,chosen_ic_index,chosen_ic_hr_bpm,chosen_ic_peak_count,chosen_ic_selection_score,chosen_ic_stability,low_confidence,confidence_gate_threshold,harmonic_confusion,sparse_annotation,ekf_used,ekf_use_rts,final_peak_count,final_hr_bpm
20260702_102226,a58,PHASE_cinc2013_metadata,3.0,1.0,3.0,137.0,137.8796,1.0,0.4001,0.6705,3.0,-1.0,2.0,137.0,137.9507,1.0,1.0,0.8251,1.0,cascade,86.2042,105.0,1.0,27.0483,105.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC3_138bpm,2.0,137.9507,137.0,0.8251,1.0,0.0,0.3,0.0,0.0,1.0,1.0,137.0,137.9526
20260702_102226,a59,PHASE_cinc2013_metadata,3.0,1.0,0.0,153.0,153.6126,1.0,0.6002,0.9943,3.0,-1.0,0.0,8.0,30.2554,0.0,0.2,0.0,1.0,cascade,95.8336,96.0,1.0,98.3617,96.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC1_154bpm,0.0,153.6126,153.0,0.9943,0.6002,0.0,0.3,0.0,0.0,1.0,1.0,153.0,153.6151
20260702_102226,a60,PHASE_cinc2013_metadata,3.0,1.0,0.0,140.0,147.1601,1.0,0.6,0.3431,3.0,-1.0,0.0,26.0,58.4416,0.0,0.2,0.0,1.0,cascade,95.4213,81.0,1.0,98.4826,81.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC1_147bpm,0.0,147.1601,140.0,0.3431,0.6,0.0,0.3,0.0,0.0,1.0,1.0,140.0,147.163
20260702_102226,a61,PHASE_cinc2013_metadata,3.0,1.0,0.0,132.0,139.693,1.0,0.4002,0.354,3.0,-1.0,0.0,135.0,144.4078,1.0,1.0,0.3101,1.0,cascade,66.151,74.0,1.0,9.3535,74.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC1_140bpm,0.0,139.693,132.0,0.354,0.4002,0.0,0.3,0.0,0.0,1.0,1.0,131.0,139.3899
20260702_102226,a62,PHASE_cinc2013_metadata,3.0,0.0,3.0,134.0,142.3935,1.0,1.0,0.2546,3.0,-1.0,0.0,7.0,17.4248,0.0,0.3268,0.0,1.0,cascade,32.9594,91.0,1.0,84.8288,91.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC4_142bpm,3.0,142.3935,134.0,0.2546,1.0,1.0,0.3,0.0,0.0,1.0,1.0,135.0,143.4785
20260702_102226,a63,PHASE_cinc2013_metadata,3.0,1.0,0.0,139.0,139.7086,1.0,0.6005,0.5935,3.0,-1.0,0.0,17.0,43.2687,0.0,0.2,0.0,1.0,cascade,95.5776,87.0,1.0,99.0109,87.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC1_140bpm,0.0,139.7086,139.0,0.5935,0.6005,0.0,0.3,0.0,0.0,1.0,1.0,139.0,139.7099
20260702_102226,a64,PHASE_cinc2013_metadata,3.0,1.0,0.0,136.0,137.2455,1.0,0.6004,0.6831,3.0,-1.0,0.0,19.0,51.6992,0.0,0.2,0.0,1.0,cascade,95.633,81.0,1.0,99.1477,81.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC1_137bpm,0.0,137.2455,136.0,0.6831,0.6004,0.0,0.3,0.0,0.0,1.0,1.0,136.0,137.0159
20260702_102226,a65,PHASE_cinc2013_metadata,3.0,1.0,2.0,141.0,147.8802,1.0,0.6001,0.3209,3.0,-1.0,0.0,141.0,148.6245,1.0,1.0,0.3077,1.0,cascade,90.1981,80.0,1.0,52.6227,80.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC3_148bpm,2.0,147.8802,141.0,0.3209,0.6001,0.0,0.3,0.0,0.0,1.0,1.0,143.0,149.935
20260702_102226,a66,PHASE_cinc2013_metadata,3.0,1.0,3.0,138.0,145.1183,1.0,0.4001,0.2847,3.0,-1.0,2.0,137.0,144.8084,1.0,1.0,0.2802,1.0,cascade,68.7486,94.0,1.0,12.6033,94.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC4_145bpm,3.0,145.1183,138.0,0.2847,0.4001,1.0,0.3,0.0,0.0,1.0,1.0,138.0,145.1165
20260702_102226,a67,PHASE_cinc2013_metadata,3.0,2.0,0.0,135.0,142.5723,1.0,1.0,0.3201,3.0,-1.0,2.0,154.0,154.9441,1.0,1.0,0.9856,1.0,cascade,78.8625,87.0,1.0,76.9041,87.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC3_155bpm,2.0,154.9441,154.0,0.9856,1.0,0.0,0.3,0.0,0.0,1.0,1.0,154.0,154.9447
20260702_102226,a68,PHASE_cinc2013_metadata,3.0,1.0,0.0,140.0,140.6495,1.0,1.0,0.7998,3.0,-1.0,0.0,22.0,58.2145,0.0,0.2,0.0,1.0,cascade,95.4477,83.0,1.0,98.708,83.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC1_141bpm,0.0,140.6495,140.0,0.7998,1.0,0.0,0.3,0.0,0.0,1.0,1.0,140.0,140.6518
20260702_102226,a69,PHASE_cinc2013_metadata,3.0,2.0,1.0,139.0,144.8142,1.0,1.0,0.3669,3.0,-1.0,2.0,149.0,149.1325,1.0,1.0,1.7654,1.0,cascade,79.1456,90.0,1.0,76.5734,90.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC3_149bpm,2.0,149.1325,149.0,1.7654,1.0,0.0,0.3,0.0,0.0,1.0,1.0,149.0,149.1293
20260702_102226,a70,PHASE_cinc2013_metadata,3.0,1.0,2.0,138.0,144.6551,1.0,0.6,0.2985,3.0,-1.0,0.0,141.0,140.983,1.0,1.0,0.7498,1.0,cascade,64.2343,95.0,1.0,84.6196,95.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC1_141bpm,0.0,140.983,141.0,0.7498,1.0,0.0,0.3,0.0,0.0,1.0,1.0,141.0,140.9882
20260702_102226,a71,PHASE_cinc2013_metadata,3.0,1.0,3.0,135.0,143.8558,1.0,0.6001,0.3258,3.0,-1.0,0.0,27.0,59.034,0.0,0.2004,0.0,1.0,cascade,95.6805,78.0,1.0,95.5521,78.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC4_144bpm,3.0,143.8558,135.0,0.3258,0.6001,0.0,0.3,0.0,0.0,1.0,1.0,136.0,144.3719
20260702_102226,a72,PHASE_cinc2013_metadata,3.0,2.0,0.0,160.0,162.6818,1.0,0.4,0.5892,3.0,-1.0,2.0,166.0,165.8506,1.0,1.0,1.1611,1.0,cascade,27.2883,93.0,1.0,85.4873,93.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC3_166bpm,2.0,165.8506,166.0,1.1611,1.0,0.0,0.3,0.0,0.0,1.0,1.0,166.0,165.8719
20260702_102226,a73,PHASE_cinc2013_metadata,3.0,1.0,2.0,141.0,148.2948,1.0,0.6001,0.2824,3.0,-1.0,0.0,136.0,143.7427,1.0,1.0,0.2857,1.0,cascade,33.8048,95.0,1.0,85.8406,95.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC1_144bpm,0.0,143.7427,136.0,0.2857,1.0,1.0,0.3,0.0,0.0,1.0,1.0,135.0,142.2742
20260702_102226,a74,PHASE_cinc2013_metadata,3.0,1.0,0.0,136.0,144.9169,1.0,0.6,0.3222,3.0,-1.0,2.0,134.0,137.878,1.0,1.0,0.4351,1.0,cascade,76.6792,74.0,1.0,90.1739,74.0,0.0,,,0.0,,,,,1.0,,1.0,B_WSVD_ICA2_IC3_138bpm,2.0,137.878,134.0,0.4351,1.0,0.0,0.3,0.0,0.0,1.0,1.0,135.0,138.91
20260702_102226,a75,PHASE_cinc2013_metadata,3.0,1.0,0.0,135.0,135.3894,1.0,0.602,0.8045,3.0,-1.0,0.0,9.0,37.6713,0.0,0.3241,0.0,1.0,cascade,95.6495,85.0,1.0,98.93,85.0,0.0,,,0.0,,,,,1.0,,1.0,A_ICA1_direct_IC1_135bpm,0.0,135.3894,135.0,0.8045,0.602,0.0,0.3,0.0,0.0,1.0,1.0,135.0,135.3857
